54681,4.565590,19.23781
54682,4.566248,19.23997
54683,4.566907,19.24214
54684,4.567568,19.24431
54685,4.568230,19.24649
54686,4.568894,19.24866
54687,4.569558,19.25084
54688,4.570225,19.25302
54689,4.570892,19.25520
54690,4.571560,19.25739
54691,4.572229,19.25957
54692,4.572901,19.26176
54693,4.573573,19.26395
54694,4.574246,19.26615
54695,4.574921,19.26834
54696,4.575597,19.27054
54697,4.576273,19.27274
54698,4.576951,19.27494
54699,4.577631,19.27714
54700,4.578311,19.27935
54701,4.578994,19.28156
54702,4.579677,19.28377
54703,4.580361,19.28598
54704,4.581047,19.28820
54705,4.581733,19.29041
54706,4.582422,19.29264
54707,4.583111,19.29486
54708,4.583802,19.29708
54709,4.584495,19.29931
54710,4.585188,19.30154
54711,4.585882,19.30376
54712,4.586577,19.30600
54713,4.587273,19.30823
54714,4.587971,19.31047
54715,4.588670,19.31270
54716,4.589371,19.31495
54717,4.590072,19.31719
54718,4.590775,19.31943
54719,4.591478,19.32168
54720,4.592184,19.32393
54721,4.592890,19.32618
54722,4.593598,19.32843
54723,4.594308,19.33069
54724,4.595018,19.33294
54725,4.595729,19.33520
54726,4.596441,19.33746
54727,4.597155,19.33972
54728,4.597870,19.34199
54729,4.598587,19.34425
54730,4.599304,19.34652
54731,4.600023,19.34879
54732,4.600742,19.35106
54733,4.601463,19.35334
54734,4.602185,19.35561
54735,4.602908,19.35789
54736,4.603633,19.36017
54737,4.604359,19.36245
54738,4.605086,19.36474
54739,4.605814,19.36702
54740,4.606544,19.36931
54741,4.607274,19.37160
54742,4.608006,19.37389
54743,4.608740,19.37618
54744,4.609474,19.37848
54745,4.610210,19.38077
54746,4.610946,19.38307
54747,4.611683,19.38537
54748,4.612422,19.38767
54749,4.613162,19.38998
54750,4.613904,19.39228
54751,4.614646,19.39459
54752,4.615390,19.39690
54753,4.616135,19.39921
54754,4.616881,19.40152
54755,4.617628,19.40384
54756,4.618377,19.40615
54757,4.619127,19.40847
54758,4.619878,19.41079
54759,4.620631,19.41311
54760,4.621384,19.41544
54761,4.622138,19.41776
54762,4.622894,19.42008
54763,4.623650,19.42241
54764,4.624408,19.42474
54765,4.625167,19.42707
54766,4.625928,19.42941
54767,4.626689,19.43174
54768,4.627452,19.43408
54769,4.628215,19.43641
54770,4.628980,19.43875
54771,4.629747,19.44110
54772,4.630514,19.44344
54773,4.631284,19.44578
54774,4.632053,19.44813
54775,4.632824,19.45048
54776,4.633596,19.45283
54777,4.634369,19.45518
54778,4.635144,19.45753
54779,4.635920,19.45988
54780,4.636697,19.46224
54781,4.637474,19.46460
54782,4.638253,19.46695
54783,4.639033,19.46931
54784,4.639814,19.47167
54785,4.640597,19.47404
54786,4.641380,19.47640
54787,4.642166,19.47877
54788,4.642952,19.48114
54789,4.643739,19.48350
54790,4.644527,19.48587
54791,4.645317,19.48825
54792,4.646108,19.49062
54793,4.646900,19.49300
54794,4.647693,19.49537
54795,4.648487,19.49775
54796,4.649282,19.50013
54797,4.650078,19.50251
54798,4.650876,19.50489
54799,4.651674,19.50727
54800,4.652474,19.50966
54801,4.653275,19.51204
54802,4.654077,19.51443
54803,4.654880,19.51682
54804,4.655684,19.51921
54805,4.656490,19.52160
54806,4.657297,19.52400
54807,4.658105,19.52639
54808,4.658914,19.52879
54809,4.659725,19.53118
54810,4.660536,19.53358
54811,4.661348,19.53598
54812,4.662161,19.53838
54813,4.662976,19.54078
54814,4.663791,19.54319
54815,4.664608,19.54559
54816,4.665427,19.54800
54817,4.666246,19.55040
54818,4.667065,19.55281
54819,4.667887,19.55522
54820,4.668709,19.55763
54821,4.669533,19.56004
54822,4.670358,19.56246
54823,4.671184,19.56487
54824,4.672011,19.56729
54825,4.672839,19.56971
54826,4.673668,19.57212
54827,4.674499,19.57454
54828,4.675330,19.57696
54829,4.676163,19.57939
54830,4.676997,19.58181
54831,4.677832,19.58423
54831.99999,4.678667,19.58666
54832.99999,4.679504,19.58908
54833.99999,4.680342,19.59151
54834.99999,4.681181,19.59394
54835.99999,4.682021,19.59637
54836.99999,4.682863,19.59880
54837.99999,4.683706,19.60123
54838.99999,4.684549,19.60367
54839.99999,4.685394,19.60610
54840.99999,4.686240,19.60853
54841.99999,4.687087,19.61097
54842.99999,4.687935,19.61341
54843.99999,4.688785,19.61585
54844.99999,4.689635,19.61829
54845.99999,4.690486,19.62073
54846.99999,4.691338,19.62317
54847.99999,4.692192,19.62561
54848.99999,4.693046,19.62805
54849.99999,4.693902,19.63050
54850.99999,4.694759,19.63294
54851.99999,4.695617,19.63539
54852.99999,4.696476,19.63784
54853.99999,4.697336,19.64029
54854.99999,4.698197,19.64273
54855.99999,4.699059,19.64519
54856.99999,4.699922,19.64764
54857.99999,4.700787,19.65009
54858.99999,4.701653,19.65254
54859.99999,4.702520,19.65500
54860.99999,4.703387,19.65745
54861.99999,4.704256,19.65991
54862.99999,4.705125,19.66236
54863.99999,4.705996,19.66482
54864.99999,4.706868,19.66728
54865.99999,4.707741,19.66974
54866.99999,4.708615,19.67220
54867.99999,4.709490,19.67466
54868.99999,4.710366,19.67712
54869.99999,4.711244,19.67959
54870.99999,4.712122,19.68205
54871.99999,4.713002,19.68452
54872.99999,4.713883,19.68698
54873.99999,4.714764,19.68945
54874.99999,4.715647,19.69192
54875.99999,4.716531,19.69438
54876.99999,4.717415,19.69685
54877.99999,4.718301,19.69932
54878.99999,4.719188,19.70179
54879.99999,4.720076,19.70426
54880.99999,4.720965,19.70674
54881.99999,4.721855,19.70921
54882.99999,4.722746,19.71168
54883.99999,4.723638,19.71416
54884.99999,4.724531,19.71663
54885.99999,4.725425,19.71911
54886.99999,4.726321,19.72158
54887.99999,4.727217,19.72406
54888.99999,4.728115,19.72654
54889.99999,4.729013,19.72902
54890.99999,4.729913,19.73150
54891.99999,4.730813,19.73398
54892.99999,4.731715,19.73646
54893.99999,4.732618,19.73894
54894.99999,4.733522,19.74142
54895.99999,4.734426,19.74390
54896.99999,4.735332,19.74639
54897.99999,4.736238,19.74887
54898.99999,4.737146,19.75135
54899.99999,4.738055,19.75384
54900.99999,4.738965,19.75633
54901.99999,4.739876,19.75881
54902.99999,4.740788,19.76130
54903.99999,4.741701,19.76379
54904.99999,4.742615,19.76628
54905.99999,4.743530,19.76877
54906.99999,4.744446,19.77126
54907.99999,4.745363,19.77375
54908.99999,4.746282,19.77624
54909.99999,4.747201,19.77873
54910.99999,4.748121,19.78122
54911.99999,4.749042,19.78371
54912.99999,4.749964,19.78620
54913.99999,4.750887,19.78870
54914.99999,4.751812,19.79119
54915.99999,4.752737,19.79369
54916.99999,4.753663,19.79618
54917.99999,4.754590,19.79868
54918.99999,4.755518,19.80117
54919.99999,4.756448,19.80367
54920.99999,4.757378,19.80617
54921.99999,4.758310,19.80866
54922.99999,4.759242,19.81116
54923.99999,4.760176,19.81366
54924.99999,4.761110,19.81616
54925.99999,4.762045,19.81866
54926.99999,4.762982,19.82116
54927.99999,4.763919,19.82366
54928.99999,4.764858,19.82616
54929.99999,4.765797,19.82866
54930.99999,4.766737,19.83116
54931.99999,4.767679,19.83366
54932.99999,4.768621,19.83616
54933.99999,4.769564,19.83867
54934.99999,4.770508,19.84117
54935.99999,4.771454,19.84367
54936.99999,4.772400,19.84618
54937.99999,4.773348,19.84868
54938.99999,4.774296,19.85119
54939.99999,4.775245,19.85369
54940.99999,4.776196,19.85620
54941.99999,4.777147,19.85870
54942.99999,4.778099,19.86121
54943.99999,4.779053,19.86371
54944.99999,4.780007,19.86622
54945.99999,4.780962,19.86873
54946.99999,4.781918,19.87123
54947.99999,4.782876,19.87374
54948.99999,4.783833,19.87625
54949.99999,4.784793,19.87876
54950.99999,4.785753,19.88126
54951.99999,4.786714,19.88377
54952.99999,4.787676,19.88628
54953.99999,4.788639,19.88879
54954.99999,4.789603,19.89130
54955.99999,4.790568,19.89381
54956.99999,4.791534,19.89632
54957.99999,4.792501,19.89883
54958.99999,4.793469,19.90134
54959.99999,4.794438,19.90385
54960.99999,4.795408,19.90636
54961.99999,4.796379,19.90887
54962.99999,4.797350,19.91138
54963.99999,4.798323,19.91389
54964.99999,4.799297,19.91640
54965.99999,4.800271,19.91891
54966.99999,4.801247,19.92142
54967.99999,4.802223,19.92394
54968.99999,4.803201,19.92645
54969.99999,4.804179,19.92896
54970.99999,4.805158,19.93147
54971.99999,4.806139,19.93398
54972.99999,4.807121,19.93650
54973.99999,4.808103,19.93901
54974.99999,4.809086,19.94152
54975.99999,4.810070,19.94403
54976.99999,4.811055,19.94655
54977.99999,4.812041,19.94906
54978.99999,4.813028,19.95157
54979.99999,4.814017,19.95408
54980.99999,4.815005,19.95660
54981.99999,4.815995,19.95911
54982.99999,4.816986,19.96162
54983.99999,4.817977,19.96413
54984.99999,4.818969,19.96665
54985.99999,4.819963,19.96916
54986.99999,4.820958,19.97168
54987.99999,4.821953,19.97419
54988.99999,4.822950,19.97670
54989.99999,4.823947,19.97921
54990.99999,4.824945,19.98173
54991.99999,4.825944,19.98424
54992.99999,4.826945,19.98675
54993.99999,4.827946,19.98927
54994.99999,4.828948,19.99178
54995.99999,4.829951,19.99429
54996.99999,4.830954,19.99681
54997.99999,4.831959,19.99932
54998.99999,4.832964,20.00183
54999.99999,4.833971,20.00434
55000.99999,4.834978,20.00686
55001.99999,4.835987,20.00937
55002.99999,4.836996,20.01188
55003.99999,4.838006,20.01439
55004.99999,4.839017,20.01690
55005.99999,4.840029,20.01942
55006.99999,4.841042,20.02193
55007.99999,4.842056,20.02444
55008.99999,4.843071,20.02695
55009.99999,4.844087,20.02947
55010.99999,4.845104,20.03198
55011.99999,4.846121,20.03449
55012.99999,4.847139,20.03700
55013.99999,4.848158,20.03951
55014.99999,4.849179,20.04202
55015.99999,4.850200,20.04453
55016.99999,4.851222,20.04704
55017.99999,4.852244,20.04955
55018.99999,4.853268,20.05206
55019.99999,4.854292,20.05457
55020.99999,4.855318,20.05708
55021.99999,4.856345,20.05959
55022.99999,4.857372,20.06210
55023.99999,4.858401,20.06461
55024.99999,4.859430,20.06712
55025.99999,4.860460,20.06963
55026.99999,4.861491,20.07213
55027.99999,4.862522,20.07464
55028.99999,4.863555,20.07715
55029.99999,4.864589,20.07966
55030.99999,4.865623,20.08216
55031.99999,4.866658,20.08467
55032.99999,4.867694,20.08718
55033.99999,4.868731,20.08968
55034.99999,4.869769,20.09219
55035.99999,4.870808,20.09469
55036.99999,4.871848,20.09720
55037.99999,4.872889,20.09971
55038.99999,4.873930,20.10221
55039.99999,4.874972,20.10471
55040.99999,4.876015,20.10s722
55041.99999,4.877060,20.10972
55042.99999,4.878105,20.11223
55043.99999,4.879151,20.11473
55044.99999,4.880197,20.11723
55045.99999,4.881245,20.11973

